000040700409001800080090054000700600200405008006000000520010070008600900004050000|Friday, 15th July 2011|2032|Diabolical
005004906010200070007000000100070005070308020300060009000000500060007042208900000|Friday, 2nd March 2018|4325|Diabolical
008000006700604300200800905000000100020753060005000000502007001007902003100000600|Friday, 16th July 2021|5557|Diabolical
060800050004300000003500420000043002010000047900180000056008000000001500020006080|Wednesday, 11th November 2009|1508|Tough
070398000060000019000006300302107005000000000400503701004600000120000040000421090|Wednesday, 1st April 2015|3259|Tough
000090260800702000040000090030501000600849001000206070070000010000607003015080000|Thursday, 5th January 2012|2181|Tough
700000008045009100010050000290000004070901020000000091030010000007300860800000005|Wednesday, 19th January 2011|1880|Tough
001005400090200160000000000040080300720000005009070020000000000083004070005600280|Friday, 20th May 2011|1984|Diabolical
004019520000000000090008010000706800802000009001805000030500070000000000015300940|Thursday, 7th February 2013|2523|Tough
407000059002080000800040700700000300003904600009000005008710004000030500160000203|Wednesday, 23rd April 2014|2916|Tough
000005140000060050003907060900000005000801000700000009010704300020000000045000600|Thursday, 12th April 2018|4366|Tough
300000000000145300000600040590060407600000005802070093020003000007894200000000001|Wednesday, 23rd October 2019|4925|Tough
001000200940500001000104060000001700002000800073800090060403000800006072007000000|Friday, 27th November 2015|3499|Diabolical
000000002500307048000809000148000200007000800000000630000708100480002009200000000|Saturday, 25th April 2015|3283|Tough
000040090007000006800006503006100700500000002003007600604800905700000300090030020|Friday, 24th July 2009|1414|Diabolical
060002800000074200007600500090000380008030100016000040009001400004760000003200010|Friday, 22nd May 2015|3310|Diabolical
010000000000201003000730650100000038730109020620000004053074000200506000000000000|Thursday, 24th July 2014|3008|Tough
800000000040060082063000400300098060002506900070240001007000320630020070000000005|Friday, 27th November 2020|5326|Diabolical
000073000054000000001600000800500007709000302400001009000006400000000270003120090|Saturday, 2nd July 2016|3717|Tough
050800019000020800020090000008006900200000001007100030000010093001070000580003040|Wednesday, 3rd February 2016|3567|Tough
000070950006000000800000002007609200000040005002738600400000001009000800078020000|Thursday, 13th August 2015|3393|Tough
000000020000904500000506017800000700640000092903000004410605000508109000030000000|Wednesday, 22nd July 2015|3371|Tough
010008902072030050600000007000021000006000100000680000700500008080000340504800060|Thursday, 10th September 2009|1455|Tough
300804900009000510002901000540000006000070000000000078000109000070000300001702009|Wednesday, 24th May 2017|4043|Tough
000760200030040006860090074002000600400000007001000900620070059900080030008059000|Wednesday, 10th September 2008|1142|Tough
005001803080000900090080150000300000003956700000008000059060040008000070107200600|Wednesday, 27th September 2017|4169|Tough
900008005002305806000002010300000000025000390000000704080600000203504100700900003|Friday, 30th November 2012|2464|Diabolical
702010900000007000060030010001400020004090100080001670010070080000900000007040003|Friday, 25th March 2011|1936|Diabolical
800500090250000076100020300000860000060010080000092000008050007530000019090003002|Saturday, 20th September 2014|3066|Tough
610980000000506040000000000002000480079000600061000200000000000080471000000859071|Thursday, 5th November 2015|3477|Tough
200060004809405020000000000070009040000503000010800030000000000140907305900050001|Wednesday, 11th August 2010|1742|Tough
500000001407009200080000030900680500200405003005031007090000010002900305700000004|Wednesday, 7th June 2017|4057|Tough
900000006500800000840020090000401300000000907006208000030040000002006001600000005|Friday, 9th August 2019|4850|Diabolical
080005060000000200160000004400000350500208007073000001300000095009300000050907030|Friday, 10th August 2018|4486|Diabolical
003000100006800073000000080000401090025060300040705000030000000970504800008000400|Thursday, 28th May 2009|1365|Tough
043000050001004800080002040700000006010000020400010003060200010008901500090000230|Friday, 12th June 2009|1378|Diabolical
500809000800000903001030600000010000092000710000093000004000800600002001000701004|Thursday, 8th December 2011|2157|Tough
000803090130060005004000000050000020200709000070100050008000200500030048040607000|Thursday, 14th December 2017|4247|Tough
000000600109008000070030820900800072006010400750004006027060040000500703005000000|Saturday, 27th March 2021|5446|Tough
089410050000000000340060902004109007000000000100803000205070048000000000010086230|Wednesday, 16th September 2015|3427|Tough
000409001600020000002080000009000070350007049080000000000040700000650003500200090|Thursday, 25th December 2014|3162|Tough
700000000050000020021408037090520040000300000080041060540607910010000080000000004|Friday, 14th May 2010|1666|Diabolical
002078009600003000000000500004062900070000065008730100003000700000000006400120000|Wednesday, 14th December 2016|3882|Tough
000000016007000300826900400000050001000368000900010000003004692002000100760000003|Thursday, 25th August 2011|2067|Tough
024000860005003009000000050000208000600040001000901000080070000107500400090000170|Wednesday, 8th March 2017|3966|Tough
008020300090000007400001009820005043000104000740300098000200001900000030006030800|Friday, 28th October 2016|3835|Diabolical
600000005023750000000103000308000007501070902200000400000406000000092150800000003|Wednesday, 11th July 2012|2342|Tough
040080050800090010000500007207001004030000080100400002600200000080050001090000070|Saturday, 30th November 2019|4963|Tough
000010090706000800080406010040000009000659000200000050060308005008000204020060000|Friday, 15th October 2021|5648|Diabolical
000060700060583000180000502000050080800000005090320000602000017000036050008040000|Wednesday, 27th July 2022|5933|Tough
700000000000508300026000410000801600100000807002709000053000240007605000000000001|Friday, 30th March 2018|4353|Diabolical
850093040090000050700010000620030004000804000900070000000080001060000070070120068|Saturday, 1st December 2018|4599|Tough
010080930000000000068570010034000700000307000009000560470095320000000000095010040|Friday, 11th February 2022|5767|Diabolical
000010000000000080207000540001003600700590004006800200080000906690000050000020000|Wednesday, 8th July 2020|5184|Tough
470000000000090007200607031000036000310000042000520000930801006800062000000000014|Wednesday, 6th August 2014|3021|Tough
000070000004800100030900002210500094000203000980001037100709080008006500000050000|Friday, 7th June 2013|2626|Diabolical
020080003000503002430020010080470000100000009000092050040050071500301000200040080|Wednesday, 5th August 2015|3385|Tough
002000004000980006008000200500090000020403058090010003006000700300024000207000100|Friday, 13th February 2015|3212|Diabolical
020900310030080000040102000001300500000201000003004600000503070000020060015007930|Wednesday, 18th November 2009|1514|Tough
900000002108900406040705000000104000090070080000308000000507020304009807600000009|Wednesday, 25th January 2017|3924|Tough
500700000000600100300040002700000040160020930020000007400050600009008000000003004|Saturday, 1st May 2021|5481|Tough
000365001000000007030090840900800600000070000004201005049000050100000000800720000|Friday, 12th September 2008|1144|Diabolical
070012080002000900080009000000600300500040007001005000090800020006000710050160040|Thursday, 30th April 2015|3288|Tough
002000301090080040000010200045120000000000000010035480000070000530090060206000100|Wednesday, 14th April 2021|5464|Tough
000071900000000000013000650300006705007204100406300209038000460000000000002630000|Friday, 20th March 2015|3247|Diabolical
400503608082006450000000000600000007009308200100000004000000000065200300307604001|Wednesday, 18th August 2010|1748|Tough
030000010000915000005000006050300004304000601700002000403100900000436000060000020|Saturday, 14th January 2017|3913|Tough
607000800008790004030001020000004006000178000800300000050600040200089100006000309|Thursday, 16th February 2012|2217|Tough
000005000000249080063800090007000849000020000534000200040003760080714000000600000|Thursday, 28th October 2010|1809|Tough
003002090000000003002010000007400050000509600080600100000050000600000008039700400|Friday, 2nd July 2010|1708|Diabolical
800030002035000040020504000001009800000347000002600400000806070060000980700090004|Friday, 8th December 2017|4241|Diabolical
009000000100700090400080705000063000054000370000200080700010000510004006000000900|Friday, 24th October 2008|1180|Diabolical
004020103070050900009300670001000008700000004800000500097002300006070020102060400|Thursday, 20th March 2014|2882|Tough
005060870000059000000000002090408006060000090300900280500000000000642000047030600|Wednesday, 25th May 2011|1988|Tough
090000000006800900080300060000400002004601300800000000042006030005104600030000070|Saturday, 30th October 2021|5663|Tough
018500020006007000009200730160000007000000000800000013085001300000605900030008570|Thursday, 3rd November 2022|6032|Tough
800007004201400709000020000140000500005000900003000026000000000609005400400102008|Friday, 2nd September 2016|3779|Diabolical
400000000100050009068002700030100090019080470040007030003500810600070005000000003|Thursday, 8th February 2018|4303|Tough
006140050407000800300900000100000705000614000200000003000006004008000002070082100|Thursday, 15th January 2015|3183|Tough
000016058000308000000000007900050081703000502520090006800000100000809000240160000|Wednesday, 4th May 2016|3658|Tough
000268050870030002000000009003100600060070030005003700300000000200090071010726000|Thursday, 1st October 2020|5269|Tough
400602000090000500001050200060030009002000010300070040003040100004003060000901007|Wednesday, 4th December 2019|4967|Tough
000000000103600008780045010000130000850200076000060000010050049400003702000000000|Wednesday, 26th May 2010|1676|Tough
030500080000037000054029100003000900400010002006000400005970340000350000010002060|Thursday, 13th August 2020|5220|Tough
000000600003710502000304009000009003020000070300600000800502000907008300006003400|Saturday, 10th April 2021|5460|Tough
000085000070900001802004003020007000160000085000300010300400208600002040000891000|Friday, 3rd February 2017|3933|Diabolical
005307600018000090000000004500690003093000160000034008000000000030000270001506400|Thursday, 20th November 2014|3127|Tough
006000200000300000080019576000000008741803659800000000359460020000005000008000900|Saturday, 20th August 2022|5957|Tough
003000400800067003700009020030908000400000002000206070020500000600790008305000100|Friday, 19th October 2012|2428|Diabolical
001009200000000070040031050600405007000010000500007009090570000020000080004300600|Friday, 9th January 2015|3177|Diabolical
045090300010060000900200070070000001200189007100000060020008005000040080006010430|Saturday, 7th November 2015|3479|Tough
000000003030020080001600004009080002000070900500030001200000700740010030900000000|Friday, 10th April 2020|5095|Diabolical
020305100000000029070040000000000970302000601068000040000070060610000004005608000|Wednesday, 26th April 2017|4015|Tough
010957000050040000340000090000000206900836001104000000090000043000090080000382060|Wednesday, 27th October 2010|1808|Tough
000402050080001062004800000008000004007000900900000600000003000632500080090208100|Thursday, 13th February 2020|5038|Tough
000060000050010907003900080090000041004000700610000000079004200305090060000050000|Friday, 21st November 2014|3128|Diabolical
040800206009407500300000008000030700400908003001020000100000007003205100704001020|Saturday, 6th March 2021|5425|Tough
010000075900400000000809010701004206000000000609000807080601000000302004260000030|Wednesday, 23rd April 2008|1022|Tough
076000000800400002020700010700502600380000020004007003050009030000001004000000270|Thursday, 22nd October 2020|5290|Tough
080000703070000000002090500009307201000401009507002400004010800000000060208000040|Wednesday, 5th January 2022|5730|Tough
604005007009800000001060500000020005090106080700080040003050800000002100500700309|Wednesday, 13th January 2016|3546|Tough
700590002000000080109020000030470000290000008000012040000040005040000070900053001|Thursday, 3rd September 2009|1449|Tough
090405060007020400000800190000700000020040030000008010015007000002000600060009080|Friday, 8th October 2010|1792|Diabolical
005009700069010040001003000090050007002000500103040020000800000040000230007200000|Saturday, 23rd February 2019|4683|Tough
100004009000501070000030060002000003005000200700000900090060030080005000600802007|Friday, 19th April 2019|4738|Diabolical
010080000800731050040000030600000000307000826000000003000000010090625000000070090|Thursday, 3rd May 2012|2283|Tough
000048000002905007050003080091000420000401000070000130020000070900804600000560000|Saturday, 18th April 2015|3276|Tough
090000000000012097000040603800460300046000820005098004601020000470650000000000010|Saturday, 10th September 2022|5978|Tough
850043700904000000000000400500030102000060300201080007009000000000000603003720095|Thursday, 3rd December 2020|5332|Tough
096004300100002009280000540020036000000000000000810030049000053800300006003400890|Wednesday, 16th March 2022|5800|Tough
930000270000630080076000000000002005000365000800400000000000490040019300097000068|Wednesday, 7th October 2009|1478|Tough
004000700000403016300020095000002000706109304000600000640070008810504000002000500|Thursday, 17th April 2008|1017|Tough
700006031200070009900000400300760100000000000002054003009001002100030005530200007|Friday, 13th November 2015|3485|Diabolical
085093610010000070000000005100030504000107000002060001400000000070000080021900460|Wednesday, 9th May 2012|2288|Tough
580000600306170004000002900200000006000894000800000000007200000000061209001000038|Thursday, 6th September 2012|2391|Tough
300000054000000000000379200289040170001000900073090085006237000000000000940000006|Wednesday, 15th February 2012|2216|Tough
007000005000006900836001000104000600000502000005000302002600437008700000403000000|Wednesday, 5th December 2012|2468|Tough
010900060070040100000002500003010040002704600040050800004300700006020000090008010|Saturday, 19th August 2017|4130|Tough
000090000030205010805000070006000200074000130083000500050000906060509020000710000|Wednesday, 9th June 2010|1688|Tough
000694200400000000800200090000460100060901050009070000080002007000000001003549000|Saturday, 29th May 2021|5509|Tough
000003062000705090080000010605000320700000008024000105070000000050100000260980000|Saturday, 20th January 2018|4284|Tough
080703000040000000097000800020901040100000006036205080003000790000000050000308020|Saturday, 25th July 2020|5201|Tough
000063100058000000030700060000201000170509042000300000760000010000000950003150000|Wednesday, 11th March 2020|5065|Tough
020009100300000904000001000500060008030004020010080000000900000406000309008600050|Wednesday, 13th February 2013|2528|Tough
900040605060000080002801700008125000000000000000396500007402100020000050300010000|Saturday, 3rd June 2017|4053|Tough
008000970700930006000027003092000500000503000000000630600040000800091007029000300|Thursday, 12th July 2012|2343|Tough
000006902002508004060001050090020000003000409000000070050000090300804500108300000|Thursday, 10th July 2008|1089|Tough
020000093053006004000090008004010600000307000209000400700050000500600900040000010|Thursday, 26th November 2009|1521|Tough
500207000806000700470008060000090001041000050600000000060000085005000209000102004|Wednesday, 21st April 2010|1646|Tough
082000609000000000017690250000028400300000002008310000023071940000000000900000820|Thursday, 2nd March 2017|3960|Tough
009000000530000700002013060045002000800000003000100640050430280068000095000000300|Friday, 2nd April 2010|1630|Diabolical
085716300000003500100080000060000002000901000500000080009040003002300000004150690|Friday, 17th November 2017|4220|Diabolical
005000400910002007000050010050000204006001000400080090090060000600300042007000100|Thursday, 12th May 2016|3666|Tough
000000010407100609000060007006017000908400506000600200600080000504009003020000000|Saturday, 25th February 2017|3955|Tough
201000708000009000000080600000004020040705060070900000007040800000100000435000900|Saturday, 3rd July 2021|5544|Tough
608351000000080060040007002760000000500902008000000059800500040070040000000720305|Saturday, 26th August 2017|4137|Tough
000050200297000003000300800400010000013900070000020009004600000300000786001080000|Thursday, 22nd August 2019|4863|Tough
087500000103009500290030008020000080000207000040000090800040036009600704000001850|Wednesday, 13th December 2017|4246|Tough
000108020000000000810000057100050600530607089000090001690000008000000000080201300|Thursday, 1st December 2016|3869|Tough
005100004000020007040006210300008000090010020000405009018000030500040000700009800|Saturday, 8th January 2022|5733|Tough
102030590090200071000009000010000005089000720700000060000300000320007010068050907|Thursday, 3rd July 2014|2987|Tough
800000009000970800000032000070009050502000906060500010000400000005016200900700005|Friday, 26th July 2019|4836|Diabolical
004200005070000080000190200010006320000000000082704060006072000000000050800905600|Friday, 4th July 2014|2988|Diabolical
200000008100907000049000700800040072093000540720050003008000310000403007500000006|Saturday, 29th August 2015|3409|Tough
080000000100030000004015309900200670000903080028006004701340500000000002000000040|Friday, 3rd June 2011|1996|Diabolical
816090030000020008007000100030050006000901000500060020004000300900080000073010069|Thursday, 18th September 2008|1149|Tough
807509000040008000520006090000000005260050084400000000090400032000900070000103908|Wednesday, 20th November 2019|4953|Tough
000200000602070008781000000306000007000905000000000309047000582200050703000002000|Thursday, 17th July 2008|1095|Tough
051008070000040083000500100007000009340000012100000600006005000570080000410600390|Thursday, 17th March 2011|1929|Tough
020091030000020008080005900004000091000000000950000200065100080100050000030400017|Thursday, 15th September 2022|5983|Tough
304000506080400090007050000006010000850006030000070000000040900030001060702000104|Friday, 27th January 2017|3926|Diabolical
003295080000030000109007400400000007000000000500000308008703506000050000010486700|Thursday, 10th September 2020|5248|Tough
070950000020000037000700090006020900700105008003090100010004000090000060030019050|Saturday, 27th April 2019|4746|Tough
080002700200030000076000010700980005000000000900065008010800960000090007000040050|Thursday, 22nd December 2016|3890|Tough
350000020000032100180000050000706900020000040008105000010000096009310000740000031|Wednesday, 13th May 2020|5128|Tough
000005000793000200200010003900700042007080900630009001800060007006000329000500000|Friday, 18th February 2011|1906|Diabolical
000100000700000396328000000050302000006040800000805030000000687567000004000007000|Wednesday, 15th September 2021|5618|Tough
047000010000800000000904500290000875006002900574000002002106000000007000030000690|Thursday, 26th January 2017|3925|Tough
009000000080000030000914000803000702006700900902006403000421000060000020000060100|Wednesday, 4th February 2009|1273|Tough
000357000000020103900004702000000040100603007080000000601700004402060000070010000|Thursday, 14th February 2019|4674|Tough
002000403090820000000300070010000039900010002000000006050003000000008020807000100|Saturday, 13th July 2019|4823|Tough
500630000603000004000020010900041020000000000040080007070090000300000501108057009|Saturday, 11th June 2022|5887|Tough
000030000009806007025007000007000001064080902800000700000300290600408100000020000|Saturday, 22nd August 2020|5229|Tough
039000010008057000000000400300016000000308000600020005005000207000100900090000850|Friday, 18th July 2014|3002|Diabolical
061500030700030040000000509045002090000040000020600310302000000090060001070009420|Friday, 7th December 2018|4605|Diabolical
001950000006400030500002008060200090900000002080005010200300004050007900009004300|Friday, 6th April 2012|2260|Diabolical
900120070003080000000050006046000800091000340007000690700000000000060200050403009|Saturday, 6th June 2015|3325|Tough
003806000800007400010000050000040079050702060230060000060000030004500001000001000|Friday, 4th September 2020|5242|Diabolical
000001900000080000020047803045000007800000001700000360507129030000030000000500600|Saturday, 28th January 2017|3927|Tough
000100000801030600000902830090000750060000340058000020075209000000040205000008000|Saturday, 2nd November 2019|4935|Tough
090200010000640200600008009053090000040000080000000130900300800000075000020006070|Friday, 25th March 2016|3618|Diabolical
096000010000000900350200004020905003070803090900407080100002046002000000080000520|Wednesday, 3rd July 2013|2648|Tough
000007800620004005100008009509800200000010000001009508000400000900600013002500000|Friday, 2nd August 2019|4843|Diabolical
010900000070600400500030000300002009280000013900100002000010004009004800000809060|Thursday, 1st September 2011|2073|Tough
420000050000000000003209040091000630300000002086000015070603900000000000050070061|Wednesday, 5th January 2011|1868|Tough
000070000001000600003461000205000309780305016306000200000217500008000100000040000|Thursday, 25th January 2018|4289|Tough
024000069800060070000059000000000082007000100690000050000240000060010000708000300|Wednesday, 31st December 2014|3168|Tough
004506000307009000009300000450000060003000700080000004000008000000900105600003902|Saturday, 7th August 2021|5579|Tough
050000080307000601000004009030580090100030007020061050200600000503000902040000030|Friday, 9th March 2018|4332|Diabolical
001706400040500200000000030090000001000408003700000080510000000008000019007900600|Saturday, 25th January 2020|5019|Tough
100000000800003500200090010030045080008010400060730090070350001009400006000000004|Saturday, 4th January 2020|4998|Tough
040590002095000030000200000007000300600080009004000800000002080021000950500038010|Friday, 5th July 2013|2650|Diabolical
098030570073000000200970000007600400050000020006007800000098007000000950019040230|Wednesday, 9th July 2008|1088|Tough
008005003005060000004903600010050070700000006020090010002009400000080100400200500|Saturday, 6th February 2016|3570|Tough
009000803001090570000501000300800095090000060610009008000708000054030900806000300|Thursday, 14th February 2013|2529|Tough
609000007053000000020806000001038200000000000002190600000405080080000320900300005|Wednesday, 8th September 2010|1766|Tough
006573000100009005850000000200000000090602010500000007000010023700800001000927400|Wednesday, 13th October 2021|5646|Tough
000000000103068005700305000005090010009000204037080500000706002900140308000000000|Thursday, 1st April 2021|5451|Tough
600009704000000000200050600005090100040000080006030500003000401000020000409605008|Thursday, 9th July 2020|5185|Tough
019000000350600007060012000003000070000905000090000403000560080500208006000000010|Thursday, 14th July 2016|3729|Tough
500401000090020010200000300006200730040000000007609400002000009050000080000908006|Friday, 13th April 2012|2266|Diabolical
001862000000000000078905000010006020000004000030200480020701340000000000000329700|Friday, 29th July 2016|3744|Diabolical
057000060102090003400000000900204000003008500000006008000000007700030904090400200|Wednesday, 16th December 2009|1538|Tough
160000008087005000000090000604301000000000090000609103000020000000470350850000042|Thursday, 19th February 2015|3218|Tough
030800000050060080900200031200003049400000002390000005740005000060070090000006000|Thursday, 17th June 2010|1695|Tough
700080060006010900010507000020700490009000500045001020000406010003020700060030002|Thursday, 17th November 2016|3855|Tough
010080050030700008800040000000500003900213005200004000000050002600001049020030070|Friday, 6th September 2019|4878|Diabolical
000507000073800620105000000001006098030000040400900100000000402098001570000302000|Friday, 23rd November 2012|2458|Diabolical
900000000030500000106087000098040100005300600001050230000810700040009060000000005|Wednesday, 14th April 2010|1640|Tough
000020010240000005000100037030270000010306050000018090480901000700000081050080000|Wednesday, 4th June 2008|1058|Tough
070090000900000674005000000740020090000569000060010003003000200817000005000040010|Saturday, 31st March 2018|4354|Tough
040300000010000560200080000100730058009801200070064001000040005063000040000007080|Saturday, 19th October 2019|4921|Tough
000000010030046080800700009001900640300502001098007300200004006080670050060000000|Friday, 25th January 2019|4654|Diabolical
000583000034000500025090000000004790700108003006300000000030640008000320000841000|Wednesday, 6th July 2016|3721|Tough
050000089000005060600004073080030000501020807000010050130900002040200000820000090|Wednesday, 17th June 2009|1382|Tough
000900000092070060001003400560000002000204000900000084008400603040030250000085000|Thursday, 19th January 2012|2193|Tough
007000400080400070100790300090000045001000200500070060006081007050006080003000600|Saturday, 4th May 2019|4753|Tough
000000000000073009540200001090400200000090000005007010100004037209060500030000000|Wednesday, 9th December 2020|5338|Tough
000400603000000208004180000120000380000090000080000060000068700300000006905003000|Friday, 11th March 2022|5795|Diabolical
000003540080040000005090030009070080700000006040000100090060200000080670018000000|Friday, 18th December 2020|5347|Diabolical
010090000054803790008000000000008600200040003006200500000000200042507980000020040|Saturday, 30th April 2016|3654|Tough
100003026800000009003246000080000200000605000009030010000814500200000008090300004|Thursday, 13th October 2016|3820|Tough
002300000710050000600080001930000020004000900060000084800000003000040007000562100|Friday, 28th October 2011|2122|Diabolical
040060530020040080100080007000500000570000061000008009400000003010050020038090000|Thursday, 27th December 2012|2487|Tough
030040150800100002001602800000006000904000305000700000008403700200007006076010080|Saturday, 3rd October 2020|5271|Tough
900003405000080000060100000004059300506000907003040500000008010000010000400700209|Friday, 2nd March 2012|2230|Diabolical
030980600070004003400700095200800000090000030000009001310008007800600010009012060|Wednesday, 21st July 2021|5562|Tough
070030040005408000000000806400001087002000400310800005906000100000902300030080050|Wednesday, 22nd April 2020|5107|Tough
020000090400307000080060000107840000008070900000205700000010040000708006030000050|Thursday, 15th March 2018|4338|Tough
080501000906080001001300700002600000007090600000005200000004500300010802000203040|Friday, 29th May 2009|1366|Diabolical
000000860430000009000507000084006500700405001092700480000108000800000024005000000|Friday, 19th September 2014|3065|Diabolical
020000140700300500000080600290003007040000010300600098002030000005001000189000000|Wednesday, 18th December 2013|2792|Tough
060200008800000070020071069070000002002503600900000040540320090030000006100004020|Friday, 12th March 2021|5431|Diabolical
460000000310000009090406003800097000040030050000540002500204090600000041000000038|Wednesday, 11th December 2019|4974|Tough
095000420200000000060000050700103000008605900000204007010000040600000002042000310|Thursday, 27th February 2020|5052|Tough
000908002100000003020607041230700080000000000010004067570402030300000009400103000|Saturday, 30th August 2014|3045|Tough
087301050000900000451060000002000000300190007000000900000080102000005000030407690|Friday, 27th August 2021|5599|Diabolical
200504030094060010000900000006002800028000790009400300000009000050010270080200003|Friday, 6th November 2009|1504|Diabolical
800000000070230008020000010006100800000500400005004196060000040100089060000000002|Saturday, 24th November 2018|4592|Tough
000000370000000000040083006900157020004200500020400001300710090000000000085000600|Wednesday, 15th April 2020|5100|Tough
400091086000007050070080000000100040600000002040006000000010060030409070190200004|Friday, 24th August 2012|2380|Diabolical
000060000190000500080005097040030000003204700007050030300800060508000009000010000|Saturday, 17th April 2021|5467|Tough
000009708000500020670080000390002060008000400060400097000040001040005000001200500|Friday, 1st March 2013|2542|Diabolical
000040700709000802000000016100002030000106000060305009290000000603000908081000000|Wednesday, 1st August 2012|2360|Tough
006400000900308000840050900700000094020000010480000006004090172000607009000003400|Wednesday, 5th April 2017|3994|Tough
700600190610080000008307000030000070002000905080000060000706500000020001046005009|Friday, 8th January 2010|1558|Diabolical
200106000097008620000000000070000260006309700043000080000000800069800430000205006|Friday, 10th October 2014|3086|Diabolical
060050040000400000200800109000000020900000001150003008806009002000005000075020090|Thursday, 7th June 2012|2313|Tough
700008001600247009002000000090070520000800000057060010000000800800729005900300004|Thursday, 20th July 2017|4100|Tough
001000309800090002002000850000001020000702000090300000030600700104050006009000000|Wednesday, 26th May 2021|5506|Tough
570000040000001000039500006600800005040602030900004001060003520000200000090000084|Friday, 23rd March 2018|4346|Diabolical
069000000570300040000000500400050108000708000001230006002000000080006037000000410|Friday, 25th September 2009|1468|Diabolical
000702450008000010020003000240060009001090300800070046000400080050000200002907000|Wednesday, 18th September 2013|2714|Tough
000007000200010007630004000760000020040528030020000054000901065900070003000600000|Thursday, 26th July 2012|2355|Tough
006000000739000045200700006003506000480000063000809000600008009520000684000000200|Wednesday, 4th March 2020|5058|Tough
000600100400070092070000000004502000103000007009300200000000080560040009000005003|Thursday, 4th July 2013|2649|Tough
000000050005002008270090061302010890000000000049020106720080013100600700030000000|Wednesday, 27th May 2009|1364|Tough
193000005004000600000000080300601009000405000408702003010000000009000700000100352|Wednesday, 23rd July 2008|1100|Tough
003109700080020000700300005050036000006905800000000040900002000000050070008604200|Friday, 11th September 2009|1456|Diabolical
000000009800050100300102004009600200010000067006003900700305006008040000100000000|Friday, 10th October 2008|1168|Diabolical
009700400007800200405010007840000106000000000306000078600080705004007300008009600|Thursday, 19th August 2010|1749|Tough
000610500000000090000000630060079050073000920040050008036200000080000000007041000|Wednesday, 14th August 2013|2684|Tough
100000004006002030000040280000019300900030007004500000003070000040100600600000901|Friday, 2nd September 2011|2074|Diabolical
260390700807240009000000000030000901009000500601000020000000000100085407006079082|Thursday, 29th August 2013|2697|Tough
080000200095007300000000080020100006006000100500008090250900040007400910000000070|Wednesday, 6th December 2017|4239|Tough
000000010000807003000030609001078030803009207070620800204010000700502000050000000|Friday, 7th August 2015|3387|Diabolical
001003700602010000005607010000700000019000350000009000090001500000070802004805900|Saturday, 21st April 2018|4375|Tough
